age,monthly_income,credit_utilization_ratio,loan_amount,loan_duration_months,num_late_payments,existing_loans_count,account_tenure_years,employment_type,education_level,marital_status,region,customer_financial_statement,sentiment,financial_stress_level,risk_category,default_risk
26,2000,0.98,3000,12,7,1,2,Unemployed,High School,Single,Urban,I'm desperate for a job; I can't pay my bills at all and feel hopeless.,Negative,High,High Risk,1
68,3000,0.15,1000,12,0,0,20,Salaried,Diploma,Married,Rural,"Living on retirement income, being frugal but ultimately comfortable and debt-free.",Positive,Low,Low Risk,0
39,5800,0.55,30000,60,1,2,9,Salaried,Bachelor,Married,Suburban,"We have a lot of expenses with the kids and mortgage, but we generally manage month-to-month.",Neutral,Medium,Watchlist,0
27,7000,0.3,25000,48,0,1,4,Salaried,Master,Single,Urban,I'm focusing on career growth and diligently building my savings and investments.,Positive,Low,Low Risk,0
44,4500,0.8,28000,60,3,4,12,Salaried,High School,Married,Rural,"Unexpected medical bills have pushed us to the brink financially, it's very stressful.",Negative,High,High Risk,1
36,10000,0.22,45000,60,0,1,10,Self-Employed,Master,Married,Urban,"My business is thriving, and I make sure to invest wisely for the future.",Positive,Low,Low Risk,0
23,1600,1.0,2500,12,8,1,1,Student,High School,Single,Urban,"I've hit rock bottom, my credit is ruined, and I can't even pay for groceries right now.",Negative,High,High Risk,1
58,7500,0.4,18000,36,0,1,15,Salaried,Bachelor,Divorced,Suburban,"I'm rebuilding my finances after a challenging period, and things are slowly but surely improving.",Positive,Medium,Watchlist,0
28,4800,0.25,15000,36,0,1,5,Salaried,Bachelor,Single,Urban,I'm focused on growing my savings and investing responsibly while paying off my car loan.,Positive,Low,Low Risk,0
42,7200,0.45,30000,60,0,2,18,Salaried,Master,Married,Suburban,"We're planning for our kids' college, so managing our mortgage and other debts carefully is key.",Neutral,Low,Low Risk,0
22,1800,0.88,3000,24,3,1,2,Student,High School,Single,Urban,"It's a constant struggle to make ends meet with tuition and rent, and my credit card is maxed.",Negative,High,High Risk,1
55,9500,0.15,10000,12,0,0,20,Salaried,Master,Married,Suburban,We are comfortably preparing for retirement and have very little outstanding debt.,Positive,Low,Low Risk,0
35,6000,0.65,20000,48,1,3,10,Self-Employed,Bachelor,Divorced,Urban,"Running my own business is rewarding, but income fluctuations make debt management tricky sometimes.",Neutral,Medium,Watchlist,0
62,2500,0.75,5000,36,4,2,15,Salaried,High School,Married,Rural,"My pension isn't enough to cover everything, and medical bills are piling up.",Negative,High,High Risk,1
31,3500,0.5,12000,60,0,2,7,Salaried,Diploma,Married,Suburban,"We're doing okay, but paying off our home renovations and car loan takes most of our extra cash.",Neutral,Medium,Watchlist,0
25,2000,0.95,1000,12,5,1,3,Unemployed,High School,Single,Urban,I lost my job recently and am struggling to make even minimum payments; it's a nightmare.,Negative,High,High Risk,1
48,12000,0.3,45000,60,0,1,19,Salaried,Master,Married,Suburban,We recently upgraded our home and feel confident in managing the new mortgage payment.,Positive,Low,Low Risk,0
38,5500,0.7,18000,48,2,4,12,Salaried,Bachelor,Divorced,Urban,Child support and multiple loan payments are making it very difficult to save or get ahead.,Negative,High,High Risk,1
21,1500,0.7,2000,12,1,0,0,Student,High School,Single,Urban,"I just got my first credit card and a small loan for textbooks, trying to manage carefully.",Neutral,Medium,Watchlist,0
50,8000,0.2,10000,24,0,1,17,Self-Employed,Bachelor,Married,Rural,"My business is thriving, and we maintain a healthy financial buffer for any unexpected events.",Positive,Low,Low Risk,0
68,3000,0.6,7000,36,0,1,10,Salaried,Diploma,Married,Suburban,"We're on a fixed income, so any new debt is carefully considered to avoid future strain.",Neutral,Medium,Watchlist,0
29,6500,0.35,22000,60,0,2,6,Salaried,Master,Single,Urban,I'm making good progress on my student loans and saving up for a down payment on a house.,Positive,Low,Low Risk,0
45,4000,0.8,15000,48,6,3,14,Salaried,High School,Married,Rural,"After some unexpected medical expenses, we're really struggling to keep up with all our payments.",Negative,High,High Risk,1
33,9000,0.1,5000,12,0,0,9,Self-Employed,Bachelor,Married,Urban,"Our business income is very strong, and we prefer to keep minimal debt for flexibility.",Positive,Low,Low Risk,0
58,15000,0.28,50000,60,0,2,20,Salaried,Master,Married,Suburban,We're diversifying our investments and took out a loan to fund a new property venture.,Positive,Low,Low Risk,0
26,3000,0.6,8000,36,1,2,4,Salaried,Diploma,Single,Urban,"I'm trying to reduce my credit card debt, but living expenses in the city are very high.",Neutral,Medium,Watchlist,0
60,2000,0.9,3000,24,7,2,18,Unemployed,High School,Divorced,Rural,"Since losing my job, I've fallen behind on everything and don't know how I'll recover.",Negative,High,High Risk,1
40,7000,0.55,25000,60,0,3,15,Salaried,Bachelor,Married,Suburban,"We're comfortable with our current debt load, focusing on family needs and future investments.",Neutral,Medium,Watchlist,0
30,3800,0.72,10000,36,2,2,6,Self-Employed,Diploma,Single,Rural,"My freelance income is inconsistent, making it hard to predict cash flow and pay bills on time.",Negative,High,High Risk,1
52,10000,0.18,8000,24,0,1,18,Salaried,Master,Divorced,Urban,I've rebuilt my finances diligently post-divorce and am now very financially secure.,Positive,Low,Low Risk,0
24,2200,0.85,4000,24,4,1,1,Student,High School,Single,Urban,"Between tuition, living costs, and student loans, I'm barely keeping my head above water.",Negative,High,High Risk,1
37,5000,0.4,18000,48,0,2,11,Salaried,Bachelor,Married,Suburban,"We are planning a family vacation, so we're keeping our finances in excellent order.",Positive,Low,Low Risk,0
65,1800,0.98,1000,12,8,3,20,Unemployed,High School,Divorced,Rural,"My social security isn't enough, and I've resorted to payday loans to cover essential bills.",Negative,High,High Risk,1
28,6000,0.35,15000,36,0,1,5,Salaried,Bachelor,Single,Urban,I'm managing my finances well and aiming to save for a down payment soon.,Positive,Low,Low Risk,0
22,1800,0.9,5000,24,4,1,2,Student,Diploma,Single,Urban,"I'm really struggling to make ends meet with tuition and rent, hoping this loan helps short-term.",Negative,High,High Risk,1
45,12000,0.2,30000,60,0,2,15,Salaried,Master,Married,Suburban,"Our family budget is tight but stable, and we're committed to our financial goals.",Neutral,Low,Low Risk,0
39,5500,0.75,10000,36,2,1,8,Salaried,Bachelor,Divorced,Urban,"Divorce was tough financially, but I'm trying to get back on my feet and manage my debts.",Negative,Medium,Watchlist,1
65,4000,0.15,8000,24,0,0,20,Unemployed,High School,Married,Rural,"My pension covers my needs, and I'm just looking for a small loan for home repairs.",Positive,Low,Low Risk,0
33,7000,0.6,20000,48,1,2,7,Self-Employed,Bachelor,Single,Urban,"Business has its ups and downs, but I'm confident I can handle my payments as long as I budget strictly.",Neutral,Medium,Watchlist,0
50,18000,0.1,50000,60,0,3,18,Salaried,Master,Married,Suburban,"My portfolio is diversified, and I'm seeking this loan for a significant investment opportunity.",Positive,Low,Low Risk,0
24,2000,0.95,7000,36,6,2,3,Salaried,High School,Single,Urban,"I've fallen behind on everything, and I desperately need help consolidating my debts.",Negative,High,High Risk,1
38,7500,0.4,25000,60,0,1,12,Salaried,Bachelor,Married,Suburban,"We're budgeting carefully for our new car, and our finances are otherwise stable.",Positive,Low,Low Risk,0
42,0,0.85,3000,12,8,3,10,Unemployed,Diploma,Divorced,Rural,"I lost my job last year and I'm barely scraping by, trying to avoid total bankruptcy.",Negative,High,High Risk,1
26,2500,0.65,8000,36,1,1,4,Student,Master,Single,Urban,"My part-time income covers basics, but I need this loan to cover an unexpected medical expense.",Neutral,Medium,Watchlist,1
55,10000,0.3,40000,60,0,2,15,Self-Employed,Bachelor,Married,Suburban,"My business is thriving, and this loan is for expansion, which will boost future income.",Positive,Low,Low Risk,0
23,3000,0.55,4000,24,0,0,1,Salaried,High School,Single,Rural,I just got my first real job and need a small loan to set up my apartment.,Positive,Medium,Watchlist,0
40,9000,0.68,18000,48,3,2,14,Salaried,Bachelor,Married,Urban,"A sudden home repair bill strained our budget, and I need this loan to cover the gap.",Negative,Medium,Watchlist,1
36,4500,0.8,9000,36,5,2,9,Salaried,Diploma,Divorced,Suburban,"Raising kids alone is expensive, and I'm constantly juggling bills to keep us afloat.",Negative,High,High Risk,1
48,11000,0.25,12000,24,0,1,16,Salaried,Master,Married,Urban,"I prefer to keep my credit utilization low and pay off debts quickly, this is for a planned purchase.",Positive,Low,Low Risk,0
30,6500,0.7,25000,48,2,1,6,Self-Employed,Bachelor,Single,Urban,"My startup is growing fast, and this loan is crucial for hiring and scaling operations.",Positive,Medium,Watchlist,1
70,2500,0.18,3000,12,0,0,20,Unemployed,High School,Married,Rural,"I'm on a fixed income, but always pay my bills on time; this is for a small medical co-pay.",Positive,Low,Low Risk,0
25,3500,0.78,10000,48,1,2,3,Salaried,Bachelor,Single,Urban,"Just started my first job, trying to manage my student loans and personal expenses carefully.",Neutral,Medium,Watchlist,1
44,6000,0.92,28000,60,7,4,13,Salaried,Diploma,Divorced,Suburban,My credit card debts are spiraling; I need this consolidation loan to regain control of my finances.,Negative,High,High Risk,1
52,14000,0.12,15000,24,0,1,19,Salaried,Master,Married,Urban,We're taking a dream vacation and prefer to finance it with a low-interest personal loan.,Positive,Low,Low Risk,0
32,1500,0.88,6000,36,3,1,5,Unemployed,High School,Single,Rural,I'm out of work but found a promising training program; this loan would allow me to reskill.,Neutral,High,High Risk,1
49,8500,0.3,20000,48,0,1,17,Salaried,Bachelor,Married,Suburban,"Our house needs some upgrades, and we have enough savings to cover emergencies, so this is manageable.",Positive,Low,Low Risk,0
31,4000,0.7,5000,24,0,0,0,Salaried,Diploma,Single,Urban,I'm new to the country and trying to establish my credit history for future bigger plans.,Neutral,Medium,Watchlist,0
58,1500,1.0,2000,12,10,5,18,Unemployed,High School,Divorced,Rural,"I've been out of work for years, completely overwhelmed by debt and have no real hope of paying it all back.",Negative,High,High Risk,1
28,4500,0.35,10000,36,0,1,5,Salaried,Bachelor,Single,Urban,"I'm steadily building my career and feel financially stable, looking to invest in a new skill.",Positive,Low,Low Risk,0
42,9800,0.2,35000,60,0,2,15,Salaried,Master,Married,Suburban,"My family's finances are well-managed, and we're planning a home renovation.",Positive,Low,Low Risk,0
22,1800,0.85,2500,12,3,1,1,Student,High School,Single,Urban,It's tough juggling studies and expenses; I just need a small loan to get by until my next scholarship disbursement.,Negative,High,High Risk,1
35,6000,0.6,15000,48,1,3,8,Self-Employed,Bachelor,Divorced,Suburban,"My business has had some ups and downs, but I'm confident I can manage a new loan for expansion.",Neutral,Medium,Watchlist,0
55,3200,0.95,5000,24,6,4,12,Salaried,Diploma,Divorced,Rural,I'm really struggling to keep up with bills and unexpected medical costs; I feel overwhelmed.,Negative,High,High Risk,1
68,2500,0.15,1000,12,0,0,20,Unemployed,High School,Married,Rural,"My pension covers everything, but a small loan would help with a special family gift.",Positive,Low,Low Risk,0
31,7000,0.25,20000,48,0,1,7,Salaried,Bachelor,Married,Suburban,We are comfortable financially and looking to consolidate a small debt for a better rate.,Positive,Low,Low Risk,0
48,12000,0.4,50000,60,0,2,18,Salaried,Master,Married,Urban,"My income is strong, and this loan will help us with a significant home improvement project.",Positive,Low,Low Risk,0
25,3000,0.7,7000,36,2,2,3,Salaried,Diploma,Single,Urban,"I'm trying to manage my debt, but sometimes I fall behind; I need a new loan for an emergency.",Negative,Medium,Watchlist,1
60,4000,0.5,8000,36,1,0,10,Self-Employed,High School,Married,Rural,"My business income is stable, but I need to replace some old equipment.",Neutral,Medium,Watchlist,0
39,5500,0.8,12000,48,4,3,9,Salaried,Bachelor,Married,Suburban,"Our household budget is very tight, and I'm finding it hard to catch up with payments.",Negative,High,High Risk,1
21,1500,0.99,1000,12,5,0,0,Unemployed,High School,Single,Urban,I just lost my job and have no savings; I desperately need a small loan for rent and food.,Negative,High,High Risk,1
45,8000,0.3,25000,60,0,1,16,Salaried,Master,Married,Suburban,We are planning to buy a second property and have a solid financial plan in place.,Positive,Low,Low Risk,0
29,3800,0.55,6000,24,1,1,4,Salaried,Bachelor,Single,Urban,I'm managing my debts but looking for a small personal loan to cover an unexpected expense.,Neutral,Medium,Watchlist,0
52,7500,0.45,18000,36,0,2,14,Self-Employed,Diploma,Married,Rural,"My business is thriving, and I need a loan to upgrade my operational capabilities.",Positive,Low,Low Risk,0
33,20000,0.1,40000,60,0,0,10,Salaried,Master,Married,Urban,We have significant disposable income and excellent credit; this loan is for an investment.,Positive,Low,Low Risk,0
63,1600,0.75,3000,12,2,1,15,Unemployed,High School,Divorced,Rural,"My pension is barely enough, and I need to cover some urgent home repairs.",Negative,High,High Risk,1
26,4000,0.65,8000,36,2,1,2,Salaried,Bachelor,Single,Urban,"I'm working hard to pay off my student loans, but I need to replace my car.",Neutral,Medium,Watchlist,1
40,6500,0.4,15000,48,0,2,12,Salaried,Bachelor,Married,Suburban,"Our household income is stable, and we're planning a responsible consolidation of debt.",Positive,Low,Low Risk,0
58,2800,0.9,4000,24,7,3,18,Salaried,Diploma,Divorced,Urban,I'm worried about my retirement savings and need this loan to avoid falling further behind on bills.,Negative,High,High Risk,1
30,5000,0.45,10000,36,0,1,6,Self-Employed,Bachelor,Single,Suburban,"My freelance income is consistent, and I need a loan for a new vehicle for work.",Positive,Low,Low Risk,0
49,9000,0.3,28000,60,0,1,17,Salaried,Master,Married,Urban,"Our finances are in great shape, and we are looking to fund our child's college education.",Positive,Low,Low Risk,0
24,2500,0.78,3500,12,3,1,2,Salaried,Diploma,Single,Rural,"I'm just starting out, and it's hard to make ends meet; this loan is for essential living costs.",Negative,High,High Risk,1
